Rainfall - (MM), Year, Statistics, Country, ISO3
208.64,1997, Mar Average, Chhattisgarh, CG
73.7311,1997, Apr Average, Chhattisgarh, CG
15.3827,1997, May Average, Chhattisgarh, CG
0.46143,1997, Jun Average, Chhattisgarh, CG
0.22739,1997, Jul Average, Chhattisgarh, CG
4.86423,1997, Aug Average, Chhattisgarh, CG
23.8504,1997, Sep Average, Chhattisgarh, CG
97.1519,1997, Oct Average, Chhattisgarh, CG
110.918,1997, Nov Average, Chhattisgarh, CG
173.387,1997, Dec Average, Chhattisgarh, CG
161.609,1998, Jan Average, Chhattisgarh, CG
95.0974,1998, Feb Average, Chhattisgarh, CG
179.849,1998, Mar Average, Chhattisgarh, CG
86.0836,1998, Apr Average, Chhattisgarh, CG
12.3546,1998, May Average, Chhattisgarh, CG
0.23635,1998, Jun Average, Chhattisgarh, CG
0.1517,1998, Jul Average, Chhattisgarh, CG
2.54304,1998, Aug Average, Chhattisgarh, CG
27.6898,1998, Sep Average, Chhattisgarh, CG
62.7199,1998, Oct Average, Chhattisgarh, CG
135.536,1998, Nov Average, Chhattisgarh, CG
183.421,1998, Dec Average, Chhattisgarh, CG
154.14,1999, Jan Average, Chhattisgarh, CG
116.622,1999, Feb Average, Chhattisgarh, CG
173.42,1999, Mar Average, Chhattisgarh, CG
90.3252,1999, Apr Average, Chhattisgarh, CG
17.7619,1999, May Average, Chhattisgarh, CG
0.38303,1999, Jun Average, Chhattisgarh, CG
0.86865,1999, Jul Average, Chhattisgarh, CG
4.79482,1999, Aug Average, Chhattisgarh, CG
20.9942,1999, Sep Average, Chhattisgarh, CG
71.391,1999, Oct Average, Chhattisgarh, CG
145.772,1999, Nov Average, Chhattisgarh, CG
207.854,1999, Dec Average, Chhattisgarh, CG
159.352,2000, Jan Average, Chhattisgarh, CG
143.891,2000, Feb Average, Chhattisgarh, CG
185.317,2000, Mar Average, Chhattisgarh, CG
99.812,2000, Apr Average, Chhattisgarh, CG
23.8281,2000, May Average, Chhattisgarh, CG
0.50795,2000, Jun Average, Chhattisgarh, CG
0.05429,2000, Jul Average, Chhattisgarh, CG
2.80607,2000, Aug Average, Chhattisgarh, CG
20.144,2000, Sep Average, Chhattisgarh, CG
58.5601,2000, Oct Average, Chhattisgarh, CG
131.164,2000, Nov Average, Chhattisgarh, CG
167.238,2000, Dec Average, Chhattisgarh, CG
160.743,2001, Jan Average, Chhattisgarh, CG
162.299,2001, Feb Average, Chhattisgarh, CG
163.541,2001, Mar Average, Chhattisgarh, CG
112.062,2001, Apr Average, Chhattisgarh, CG
15.803,2001, May Average, Chhattisgarh, CG
0.63983,2001, Jun Average, Chhattisgarh, CG
0.10961,2001, Jul Average, Chhattisgarh, CG
1.30812,2001, Aug Average, Chhattisgarh, CG
13.2124,2001, Sep Average, Chhattisgarh, CG
61.3058,2001, Oct Average, Chhattisgarh, CG
141.206,2001, Nov Average, Chhattisgarh, CG
134.481,2001, Dec Average, Chhattisgarh, CG
167.282,2002, Jan Average, Chhattisgarh, CG
150.252,2002, Feb Average, Chhattisgarh, CG
148.605,2002, Mar Average, Chhattisgarh, CG
118.727,2002, Apr Average, Chhattisgarh, CG
17.3488,2002, May Average, Chhattisgarh, CG
0.5558,2002, Jun Average, Chhattisgarh, CG
0.40115,2002, Jul Average, Chhattisgarh, CG
6.68067,2002, Aug Average, Chhattisgarh, CG
29.9114,2002, Sep Average, Chhattisgarh, CG
100.984,2002, Oct Average, Chhattisgarh, CG
150.981,2002, Nov Average, Chhattisgarh, CG
169.263,2002, Dec Average, Chhattisgarh, CG
139.545,2003, Jan Average, Chhattisgarh, CG
139.627,2003, Feb Average, Chhattisgarh, CG
143.616,2003, Mar Average, Chhattisgarh, CG
99.2798,2003, Apr Average, Chhattisgarh, CG
10.3977,2003, May Average, Chhattisgarh, CG
0.79011,2003, Jun Average, Chhattisgarh, CG
0.27182,2003, Jul Average, Chhattisgarh, CG
2.30615,2003, Aug Average, Chhattisgarh, CG
13.1384,2003, Sep Average, Chhattisgarh, CG
85.0251,2003, Oct Average, Chhattisgarh, CG
133.898,2003, Nov Average, Chhattisgarh, CG
153.855,2003, Dec Average, Chhattisgarh, CG
179.174,2004, Jan Average, Chhattisgarh, CG
136.695,2004, Feb Average, Chhattisgarh, CG
208.135,2004, Mar Average, Chhattisgarh, CG
110.912,2004, Apr Average, Chhattisgarh, CG
5.61422,2004, May Average, Chhattisgarh, CG
0.21445,2004, Jun Average, Chhattisgarh, CG
0.29896,2004, Jul Average, Chhattisgarh, CG
4.25038,2004, Aug Average, Chhattisgarh, CG
19.9824,2004, Sep Average, Chhattisgarh, CG
70.7105,2004, Oct Average, Chhattisgarh, CG
140.177,2004, Nov Average, Chhattisgarh, CG
146.047,2004, Dec Average, Chhattisgarh, CG
138.075,2005, Jan Average, Chhattisgarh, CG
119.175,2005, Feb Average, Chhattisgarh, CG
153.461,2005, Mar Average, Chhattisgarh, CG
101.536,2005, Apr Average, Chhattisgarh, CG
10.2438,2005, May Average, Chhattisgarh, CG
0.20788,2005, Jun Average, Chhattisgarh, CG
0.56174,2005, Jul Average, Chhattisgarh, CG
2.84445,2005, Aug Average, Chhattisgarh, CG
16.5852,2005, Sep Average, Chhattisgarh, CG
60.6344,2005, Oct Average, Chhattisgarh, CG
138.509,2005, Nov Average, Chhattisgarh, CG
162.219,2005, Dec Average, Chhattisgarh, CG
167.874,2006, Jan Average, Chhattisgarh, CG
168.933,2006, Feb Average, Chhattisgarh, CG
185.512,2006, Mar Average, Chhattisgarh, CG
96.4281,2006, Apr Average, Chhattisgarh, CG
13.0367,2006, May Average, Chhattisgarh, CG
0.20742,2006, Jun Average, Chhattisgarh, CG
0.53239,2006, Jul Average, Chhattisgarh, CG
6.09097,2006, Aug Average, Chhattisgarh, CG
19.1337,2006, Sep Average, Chhattisgarh, CG
85.4951,2006, Oct Average, Chhattisgarh, CG
171.748,2006, Nov Average, Chhattisgarh, CG
161.926,2006, Dec Average, Chhattisgarh, CG
157.073,2007, Jan Average, Chhattisgarh, CG
128.413,2007, Feb Average, Chhattisgarh, CG
167.998,2007, Mar Average, Chhattisgarh, CG
98.0055,2007, Apr Average, Chhattisgarh, CG
15.3824,2007, May Average, Chhattisgarh, CG
1.50597,2007, Jun Average, Chhattisgarh, CG
0.14841,2007, Jul Average, Chhattisgarh, CG
4.65026,2007, Aug Average, Chhattisgarh, CG
17.7703,2007, Sep Average, Chhattisgarh, CG
77.6738,2007, Oct Average, Chhattisgarh, CG
143.813,2007, Nov Average, Chhattisgarh, CG
157.046,2007, Dec Average, Chhattisgarh, CG
160.289,2008, Jan Average, Chhattisgarh, CG
146.658,2008, Feb Average, Chhattisgarh, CG
181.128,2008, Mar Average, Chhattisgarh, CG
98.9103,2008, Apr Average, Chhattisgarh, CG
18.2539,2008, May Average, Chhattisgarh, CG
0.3754,2008, Jun Average, Chhattisgarh, CG
0.27696,2008, Jul Average, Chhattisgarh, CG
3.04396,2008, Aug Average, Chhattisgarh, CG
18.8751,2008, Sep Average, Chhattisgarh, CG
78.43,2008, Oct Average, Chhattisgarh, CG
135.302,2008, Nov Average, Chhattisgarh, CG
168.317,2008, Dec Average, Chhattisgarh, CG
159.539,2009, Jan Average, Chhattisgarh, CG
166.03,2009, Feb Average, Chhattisgarh, CG
177.481,2009, Mar Average, Chhattisgarh, CG
118.1,2009, Apr Average, Chhattisgarh, CG
22.0463,2009, May Average, Chhattisgarh, CG
1.00792,2009, Jun Average, Chhattisgarh, CG
0.4199,2009, Jul Average, Chhattisgarh, CG
3.2444,2009, Aug Average, Chhattisgarh, CG
15.7283,2009, Sep Average, Chhattisgarh, CG
76.3342,2009, Oct Average, Chhattisgarh, CG
124.279,2009, Nov Average, Chhattisgarh, CG
161.4,2009, Dec Average, Chhattisgarh, CG
142.23,2010, Jan Average, Chhattisgarh, CG
119.64,2010, Feb Average, Chhattisgarh, CG
186.655,2010, Mar Average, Chhattisgarh, CG
106.779,2010, Apr Average, Chhattisgarh, CG
13.3553,2010, May Average, Chhattisgarh, CG
0.64873,2010, Jun Average, Chhattisgarh, CG
0.39059,2010, Jul Average, Chhattisgarh, CG
2.17121,2010, Aug Average, Chhattisgarh, CG
12.7825,2010, Sep Average, Chhattisgarh, CG
49.3914,2010, Oct Average, Chhattisgarh, CG
176.949,2010, Nov Average, Chhattisgarh, CG
136.788,2010, Dec Average, Chhattisgarh, CG
150.222,2011, Jan Average, Chhattisgarh, CG
135.253,2011, Feb Average, Chhattisgarh, CG
173.927,2011, Mar Average, Chhattisgarh, CG
106.52,2011, Apr Average, Chhattisgarh, CG
10.0337,2011, May Average, Chhattisgarh, CG
0.24786,2011, Jun Average, Chhattisgarh, CG
0.19739,2011, Jul Average, Chhattisgarh, CG
3.03138,2011, Aug Average, Chhattisgarh, CG
20.7002,2011, Sep Average, Chhattisgarh, CG
50.7132,2011, Oct Average, Chhattisgarh, CG
162.072,2011, Nov Average, Chhattisgarh, CG
194.753,2011, Dec Average, Chhattisgarh, CG
178.265,2012, Jan Average, Chhattisgarh, CG
173.243,2012, Feb Average, Chhattisgarh, CG
172.343,2012, Mar Average, Chhattisgarh, CG
105.115,2012, Apr Average, Chhattisgarh, CG
17.2891,2012, May Average, Chhattisgarh, CG
0.3848,2012, Jun Average, Chhattisgarh, CG
0.45468,2012, Jul Average, Chhattisgarh, CG
2.89051,2012, Aug Average, Chhattisgarh, CG
21.1404,2012, Sep Average, Chhattisgarh, CG
67.9341,2012, Oct Average, Chhattisgarh, CG
147.71,2012, Nov Average, Chhattisgarh, CG
143.65,2012, Dec Average, Chhattisgarh, CG
137.115,2013, Jan Average, Chhattisgarh, CG
142.032,2013, Feb Average, Chhattisgarh, CG
139.505,2013, Mar Average, Chhattisgarh, CG
116.777,2013, Apr Average, Chhattisgarh, CG
12.0314,2013, May Average, Chhattisgarh, CG
0.67304,2013, Jun Average, Chhattisgarh, CG
0.22596,2013, Jul Average, Chhattisgarh, CG
4.16048,2013, Aug Average, Chhattisgarh, CG
15.649,2013, Sep Average, Chhattisgarh, CG
61.069,2013, Oct Average, Chhattisgarh, CG
125.107,2013, Nov Average, Chhattisgarh, CG
194.51,2013, Dec Average, Chhattisgarh, CG
159.24,2014, Jan Average, Chhattisgarh, CG
132.171,2014, Feb Average, Chhattisgarh, CG
195.418,2014, Mar Average, Chhattisgarh, CG
123.439,2014, Apr Average, Chhattisgarh, CG
12.8138,2014, May Average, Chhattisgarh, CG
0.41014,2014, Jun Average, Chhattisgarh, CG
0.2497,2014, Jul Average, Chhattisgarh, CG
2.57074,2014, Aug Average, Chhattisgarh, CG
15.5713,2014, Sep Average, Chhattisgarh, CG
65.2012,2014, Oct Average, Chhattisgarh, CG
157.022,2014, Nov Average, Chhattisgarh, CG
161.117,2014, Dec Average, Chhattisgarh, CG
122.725,2015, Jan Average, Chhattisgarh, CG
120.345,2015, Feb Average, Chhattisgarh, CG
179.187,2015, Mar Average, Chhattisgarh, CG
65.6593,2015, Apr Average, Chhattisgarh, CG
19.2391,2015, May Average, Chhattisgarh, CG
0.3719,2015, Jun Average, Chhattisgarh, CG
0.45675,2015, Jul Average, Chhattisgarh, CG
2.31226,2015, Aug Average, Chhattisgarh, CG
19.974,2015, Sep Average, Chhattisgarh, CG
46.2413,2015, Oct Average, Chhattisgarh, CG
110.198,2015, Nov Average, Chhattisgarh, CG
214.341,2015, Dec Average, Chhattisgarh, CG
117.579,2016, Jan Average, Chhattisgarh, CG
126.061,2016, Feb Average, Chhattisgarh, CG
144.606,2016, Mar Average, Chhattisgarh, CG
82.7477,2016, Apr Average, Chhattisgarh, CG
10.0607,2016, May Average, Chhattisgarh, CG
0.66523,2016, Jun Average, Chhattisgarh, CG
0.20461,2016, Jul Average, Chhattisgarh, CG
2.57235,2016, Aug Average, Chhattisgarh, CG
20.8793,2016, Sep Average, Chhattisgarh, CG
120.752,2016, Oct Average, Chhattisgarh, CG
145.089,2016, Nov Average, Chhattisgarh, CG
193.75,2016, Dec Average, Chhattisgarh, CG
261.401,1901, Jan Average,Goa, GA
63.6785,1901, Feb Average,Goa, GA
151.317,1901, Mar Average,Goa, GA
123.36,1901, Apr Average,Goa, GA
189.902,1901, May Average,Goa, GA
297.992,1901, Jun Average,Goa, GA
314.838,1901, Jul Average,Goa, GA
167.473,1901, Aug Average,Goa, GA
371.008,1901, Sep Average,Goa, GA
303.147,1901, Oct Average,Goa, GA
508.207,1901, Nov Average,Goa, GA
285.365,1901, Dec Average,Goa, GA
146.165,1902, Jan Average,Goa, GA
39.7076,1902, Feb Average,Goa, GA
118.316,1902, Mar Average,Goa, GA
131.362,1902, Apr Average,Goa, GA
435.263,1902, May Average,Goa, GA
423.738,1902, Jun Average,Goa, GA
253.11,1902, Jul Average,Goa, GA
184.918,1902, Aug Average,Goa, GA
223.4,1902, Sep Average,Goa, GA
150.283,1902, Oct Average,Goa, GA
388.456,1902, Nov Average,Goa, GA
218.92,1902, Dec Average,Goa, GA
67.504,1903, Jan Average,Goa, GA
79.7826,1903, Feb Average,Goa, GA
61.5755,1903, Mar Average,Goa, GA
352.29,1903, Apr Average,Goa, GA
136.8,1903, May Average,Goa, GA
287.948,1903, Jun Average,Goa, GA
251.681,1903, Jul Average,Goa, GA
373.526,1903, Aug Average,Goa, GA
241.031,1903, Sep Average,Goa, GA
216.363,1903, Oct Average,Goa, GA
182.602,1903, Nov Average,Goa, GA
263.354,1903, Dec Average,Goa, GA
198.886,1904, Jan Average,Goa, GA
133.024,1904, Feb Average,Goa, GA
176.688,1904, Mar Average,Goa, GA
119.119,1904, Apr Average,Goa, GA
183.397,1904, May Average,Goa, GA
84.7137,1904, Jun Average,Goa, GA
209.619,1904, Jul Average,Goa, GA
195.266,1904, Aug Average,Goa, GA
402.301,1904, Sep Average,Goa, GA
287.205,1904, Oct Average,Goa, GA
166.389,1904, Nov Average,Goa, GA
147.159,1904, Dec Average,Goa, GA
168.426,1905, Jan Average,Goa, GA
78.9647,1905, Feb Average,Goa, GA
163.242,1905, Mar Average,Goa, GA
122.793,1905, Apr Average,Goa, GA
156.461,1905, May Average,Goa, GA
167.308,1905, Jun Average,Goa, GA
148.025,1905, Jul Average,Goa, GA
215.892,1905, Aug Average,Goa, GA
327.907,1905, Sep Average,Goa, GA
388.705,1905, Oct Average,Goa, GA
324.748,1905, Nov Average,Goa, GA
109.498,1905, Dec Average,Goa, GA
92.4078,1906, Jan Average,Goa, GA
77.8718,1906, Feb Average,Goa, GA
108.893,1906, Mar Average,Goa, GA
155.774,1906, Apr Average,Goa, GA
155.379,1906, May Average,Goa, GA
266.999,1906, Jun Average,Goa, GA
256.492,1906, Jul Average,Goa, GA
197.039,1906, Aug Average,Goa, GA
450.594,1906, Sep Average,Goa, GA
206.084,1906, Oct Average,Goa, GA
255.091,1906, Nov Average,Goa, GA
177.164,1906, Dec Average,Goa, GA
108.939,1907, Jan Average,Goa, GA
89.7091,1907, Feb Average,Goa, GA
107.676,1907, Mar Average,Goa, GA
115.272,1907, Apr Average,Goa, GA
198.424,1907, May Average,Goa, GA
142.381,1907, Jun Average,Goa, GA
196.5,1907, Jul Average,Goa, GA
157.849,1907, Aug Average,Goa, GA
197.956,1907, Sep Average,Goa, GA
282.762,1907, Oct Average,Goa, GA
187.426,1907, Nov Average,Goa, GA
280.326,1907, Dec Average,Goa, GA
132.783,1908, Jan Average,Goa, GA
56.6909,1908, Feb Average,Goa, GA
77.2804,1908, Mar Average,Goa, GA
130.584,1908, Apr Average,Goa, GA
82.6972,1908, May Average,Goa, GA
192.417,1908, Jun Average,Goa, GA
210.402,1908, Jul Average,Goa, GA
142.95,1908, Aug Average,Goa, GA
299.317,1908, Sep Average,Goa, GA
165.173,1908, Oct Average,Goa, GA
160.054,1908, Nov Average,Goa, GA
349.159,1908, Dec Average,Goa, GA
121.847,1909, Jan Average,Goa, GA
228.295,1909, Feb Average,Goa, GA
128.496,1909, Mar Average,Goa, GA
120.245,1909, Apr Average,Goa, GA
111.104,1909, May Average,Goa, GA
329.171,1909, Jun Average,Goa, GA
163.741,1909, Jul Average,Goa, GA
496.213,1909, Aug Average,Goa, GA
197.366,1909, Sep Average,Goa, GA
264.385,1909, Oct Average,Goa, GA
559.234,1909, Nov Average,Goa, GA
113.995,1909, Dec Average,Goa, GA
197.746,1910, Jan Average,Goa, GA
158.128,1910, Feb Average,Goa, GA
167.158,1910, Mar Average,Goa, GA
52.4206,1910, Apr Average,Goa, GA
468.611,1910, May Average,Goa, GA
191.801,1910, Jun Average,Goa, GA
204.661,1910, Jul Average,Goa, GA
247.86,1910, Aug Average,Goa, GA
304.004,1910, Sep Average,Goa, GA
107.356,1910, Oct Average,Goa, GA
138.656,1910, Nov Average,Goa, GA
181.468,1910, Dec Average,Goa, GA
201.196,1911, Jan Average,Goa, GA
219.403,1911, Feb Average,Goa, GA
54.4264,1911, Mar Average,Goa, GA
169.883,1911, Apr Average,Goa, GA
264.055,1911, May Average,Goa, GA
101.265,1911, Jun Average,Goa, GA
273.388,1911, Jul Average,Goa, GA
191.322,1911, Aug Average,Goa, GA
253.69,1911, Sep Average,Goa, GA
206.935,1911, Oct Average,Goa, GA
169.57,1911, Nov Average,Goa, GA
545.308,1911, Dec Average,Goa, GA
101.744,1912, Jan Average,Goa, GA
85.2307,1912, Feb Average,Goa, GA
97.4218,1912, Mar Average,Goa, GA
242.191,1912, Apr Average,Goa, GA
105.162,1912, May Average,Goa, GA
128.098,1912, Jun Average,Goa, GA
104.022,1912, Jul Average,Goa, GA
119.429,1912, Aug Average,Goa, GA
188.917,1912, Sep Average,Goa, GA
366.453,1912, Oct Average,Goa, GA
390.23,1912, Nov Average,Goa, GA
151.849,1912, Dec Average,Goa, GA
197.058,1913, Jan Average,Goa, GA
167.074,1913, Feb Average,Goa, GA
189.642,1913, Mar Average,Goa, GA
181.941,1913, Apr Average,Goa, GA
146.233,1913, May Average,Goa, GA
147.929,1913, Jun Average,Goa, GA
130.211,1913, Jul Average,Goa, GA
134.234,1913, Aug Average,Goa, GA
268.086,1913, Sep Average,Goa, GA
442.502,1913, Oct Average,Goa, GA
234.034,1913, Nov Average,Goa, GA
134.794,1913, Dec Average,Goa, GA
114.412,1914, Jan Average,Goa, GA
233.677,1914, Feb Average,Goa, GA
143.334,1914, Mar Average,Goa, GA
119.508,1914, Apr Average,Goa, GA
391.112,1914, May Average,Goa, GA
157.686,1914, Jun Average,Goa, GA
131.677,1914, Jul Average,Goa, GA
195.432,1914, Aug Average,Goa, GA
187.053,1914, Sep Average,Goa, GA
161.288,1914, Oct Average,Goa, GA
303.319,1914, Nov Average,Goa, GA
280.929,1914, Dec Average,Goa, GA
186.683,1915, Jan Average,Goa, GA
192.326,1915, Feb Average,Goa, GA
107.548,1915, Mar Average,Goa, GA
279.798,1915, Apr Average,Goa, GA
137.52,1915, May Average,Goa, GA
238.345,1915, Jun Average,Goa, GA
229.184,1915, Jul Average,Goa, GA
138.579,1915, Aug Average,Goa, GA
262.061,1915, Sep Average,Goa, GA
204.872,1915, Oct Average,Goa, GA
427.486,1915, Nov Average,Goa, GA
211.801,1915, Dec Average,Goa, GA
162.416,1916, Jan Average,Goa, GA
126.475,1916, Feb Average,Goa, GA
37.3222,1916, Mar Average,Goa, GA
146.008,1916, Apr Average,Goa, GA
160.928,1916, May Average,Goa, GA
200.711,1916, Jun Average,Goa, GA
264.897,1916, Jul Average,Goa, GA
396.156,1916, Aug Average,Goa, GA
491.63,1916, Sep Average,Goa, GA
348.132,1916, Oct Average,Goa, GA
418.667,1916, Nov Average,Goa, GA
116.015,1916, Dec Average,Goa, GA
98.7703,1917, Jan Average,Goa, GA
96.3115,1917, Feb Average,Goa, GA
57.352,1917, Mar Average,Goa, GA
137.643,1917, Apr Average,Goa, GA
264.403,1917, May Average,Goa, GA
205.207,1917, Jun Average,Goa, GA
280.978,1917, Jul Average,Goa, GA
191.42,1917, Aug Average,Goa, GA
273.632,1917, Sep Average,Goa, GA
131.694,1917, Oct Average,Goa, GA
380.787,1917, Nov Average,Goa, GA
165.232,1917, Dec Average,Goa, GA
135.773,1918, Jan Average,Goa, GA
142.342,1918, Feb Average,Goa, GA
76.13,1918, Mar Average,Goa, GA
114.142,1918, Apr Average,Goa, GA
102.727,1918, May Average,Goa, GA
168.971,1918, Jun Average,Goa, GA
198.674,1918, Jul Average,Goa, GA
94.6785,1918, Aug Average,Goa, GA
281.082,1918, Sep Average,Goa, GA
220.19,1918, Oct Average,Goa, GA
289.168,1918, Nov Average,Goa, GA
248.919,1918, Dec Average,Goa, GA
130.358,1919, Jan Average,Goa, GA
80.8586,1919, Feb Average,Goa, GA
90.8894,1919, Mar Average,Goa, GA
294.486,1919, Apr Average,Goa, GA
103.247,1919, May Average,Goa, GA
266.292,1919, Jun Average,Goa, GA
405.23,1919, Jul Average,Goa, GA
90.5368,1919, Aug Average,Goa, GA
486.936,1919, Sep Average,Goa, GA
210.953,1919, Oct Average,Goa, GA
274.133,1919, Nov Average,Goa, GA
235.141,1919, Dec Average,Goa, GA
265.005,1920, Jan Average,Goa, GA
175.443,1920, Feb Average,Goa, GA
168.581,1920, Mar Average,Goa, GA
51.2372,1920, Apr Average,Goa, GA
105.361,1920, May Average,Goa, GA
125.219,1920, Jun Average,Goa, GA
184.907,1920, Jul Average,Goa, GA
217.942,1920, Aug Average,Goa, GA
258.398,1920, Sep Average,Goa, GA
239.332,1920, Oct Average,Goa, GA
219.653,1920, Nov Average,Goa, GA
187.653,1920, Dec Average,Goa, GA
275.638,1921, Jan Average,Goa, GA
156.962,1921, Feb Average,Goa, GA
158.162,1921, Mar Average,Goa, GA
149.443,1921, Apr Average,Goa, GA
136.014,1921, May Average,Goa, GA
126.568,1921, Jun Average,Goa, GA
425.06,1921, Jul Average,Goa, GA
186.765,1921, Aug Average,Goa, GA
345.327,1921, Sep Average,Goa, GA
246.826,1921, Oct Average,Goa, GA
180.242,1921, Nov Average,Goa, GA
140.432,1921, Dec Average,Goa, GA
243.495,1922, Jan Average,Goa, GA
186.549,1922, Feb Average,Goa, GA
186.012,1922, Mar Average,Goa, GA
110.263,1922, Apr Average,Goa, GA
96.5213,1922, May Average,Goa, GA
110.049,1922, Jun Average,Goa, GA
208.161,1922, Jul Average,Goa, GA
228.577,1922, Aug Average,Goa, GA
224.814,1922, Sep Average,Goa, GA
224.078,1922, Oct Average,Goa, GA
155.73,1922, Nov Average,Goa, GA
311.322,1922, Dec Average,Goa, GA
109.196,1923, Jan Average,Goa, GA
100.726,1923, Feb Average,Goa, GA
70.558,1923, Mar Average,Goa, GA
206.18,1923, Apr Average,Goa, GA
67.5105,1923, May Average,Goa, GA
219.881,1923, Jun Average,Goa, GA
159.35,1923, Jul Average,Goa, GA
170.581,1923, Aug Average,Goa, GA
211.692,1923, Sep Average,Goa, GA
307.873,1923, Oct Average,Goa, GA
282.121,1923, Nov Average,Goa, GA
99.0353,1923, Dec Average,Goa, GA
134.866,1924, Jan Average,Goa, GA
152.723,1924, Feb Average,Goa, GA
79.3093,1924, Mar Average,Goa, GA
153.705,1924, Apr Average,Goa, GA
148.136,1924, May Average,Goa, GA
185.387,1924, Jun Average,Goa, GA
179.945,1924, Jul Average,Goa, GA
238.752,1924, Aug Average,Goa, GA
173.352,1924, Sep Average,Goa, GA
164.567,1924, Oct Average,Goa, GA
487.664,1924, Nov Average,Goa, GA
203.441,1924, Dec Average,Goa, GA
106.703,1925, Jan Average,Goa, GA
116.914,1925, Feb Average,Goa, GA
99.1922,1925, Mar Average,Goa, GA
193.958,1925, Apr Average,Goa, GA
97.4764,1925, May Average,Goa, GA
168.221,1925, Jun Average,Goa, GA
217.946,1925, Jul Average,Goa, GA
160.299,1925, Aug Average,Goa, GA
241.862,1925, Sep Average,Goa, GA
197.794,1925, Oct Average,Goa, GA
427.935,1925, Nov Average,Goa, GA
71.4795,1925, Dec Average,Goa, GA
187.216,1926, Jan Average,Goa, GA
102.932,1926, Feb Average,Goa, GA
114.602,1926, Mar Average,Goa, GA
91.9225,1926, Apr Average,Goa, GA
127.473,1926, May Average,Goa, GA
87.1056,1926, Jun Average,Goa, GA
292.368,1926, Jul Average,Goa, GA
