Temperature - (Celsius), Year, Statistics, Country, ISO3
21.1909,2001, Oct Average, Himachal Pradesh, HP
24.4735,2001, Nov Average, Himachal Pradesh, HP
26.0967,2001, Dec Average, Himachal Pradesh, HP
27.6223,2002, Jan Average, Himachal Pradesh, HP
26.3276,2002, Feb Average, Himachal Pradesh, HP
25.648,2002, Mar Average, Himachal Pradesh, HP
23.5724,2002, Apr Average, Himachal Pradesh, HP
19.1452,2002, May Average, Himachal Pradesh, HP
15.2271,2002, Jun Average, Himachal Pradesh, HP
14.4791,2002, Jul Average, Himachal Pradesh, HP
15.9424,2002, Aug Average, Himachal Pradesh, HP
19.8917,2002, Sep Average, Himachal Pradesh, HP
23.3329,2002, Oct Average, Himachal Pradesh, HP
26.5885,2002, Nov Average, Himachal Pradesh, HP
27.7587,2002, Dec Average, Himachal Pradesh, HP
28.5896,2003, Jan Average, Himachal Pradesh, HP
28.0535,2003, Feb Average, Himachal Pradesh, HP
24.9951,2003, Mar Average, Himachal Pradesh, HP
22.6592,2003, Apr Average, Himachal Pradesh, HP
18.8473,2003, May Average, Himachal Pradesh, HP
15.6438,2003, Jun Average, Himachal Pradesh, HP
14.8848,2003, Jul Average, Himachal Pradesh, HP
16.1982,2003, Aug Average, Himachal Pradesh, HP
20.0326,2003, Sep Average, Himachal Pradesh, HP
21.926,2003, Oct Average, Himachal Pradesh, HP
25.8132,2003, Nov Average, Himachal Pradesh, HP
27.9301,2003, Dec Average, Himachal Pradesh, HP
28.2604,2004, Jan Average, Himachal Pradesh, HP
28.041,2004, Feb Average, Himachal Pradesh, HP
25.5965,2004, Mar Average, Himachal Pradesh, HP
22.8239,2004, Apr Average, Himachal Pradesh, HP
17.7738,2004, May Average, Himachal Pradesh, HP
15.5725,2004, Jun Average, Himachal Pradesh, HP
14.3299,2004, Jul Average, Himachal Pradesh, HP
15.6069,2004, Aug Average, Himachal Pradesh, HP
18.7627,2004, Sep Average, Himachal Pradesh, HP
24.1704,2004, Oct Average, Himachal Pradesh, HP
25.4206,2004, Nov Average, Himachal Pradesh, HP
27.4068,2004, Dec Average, Himachal Pradesh, HP
28.2958,2005, Jan Average, Himachal Pradesh, HP
27.7587,2005, Feb Average, Himachal Pradesh, HP
26.4619,2005, Mar Average, Himachal Pradesh, HP
24.3568,2005, Apr Average, Himachal Pradesh, HP
19.1301,2005, May Average, Himachal Pradesh, HP
15.8177,2005, Jun Average, Himachal Pradesh, HP
15.0296,2005, Jul Average, Himachal Pradesh, HP
16.0535,2005, Aug Average, Himachal Pradesh, HP
19.9697,2005, Sep Average, Himachal Pradesh, HP
23.5146,2005, Oct Average, Himachal Pradesh, HP
25.8671,2005, Nov Average, Himachal Pradesh, HP
27.8167,2005, Dec Average, Himachal Pradesh, HP
28.972,2006, Jan Average, Himachal Pradesh, HP
27.6461,2006, Feb Average, Himachal Pradesh, HP
26.0453,2006, Mar Average, Himachal Pradesh, HP
21.1194,2006, Apr Average, Himachal Pradesh, HP
16.9052,2006, May Average, Himachal Pradesh, HP
13.8069,2006, Jun Average, Himachal Pradesh, HP
13.9996,2006, Jul Average, Himachal Pradesh, HP
16.6777,2006, Aug Average, Himachal Pradesh, HP
20.1605,2006, Sep Average, Himachal Pradesh, HP
23.8873,2006, Oct Average, Himachal Pradesh, HP
26.648,2006, Nov Average, Himachal Pradesh, HP
27.0462,2006, Dec Average, Himachal Pradesh, HP
27.8036,2007, Jan Average, Himachal Pradesh, HP
28.6834,2007, Feb Average, Himachal Pradesh, HP
25.9193,2007, Mar Average, Himachal Pradesh, HP
22.7155,2007, Apr Average, Himachal Pradesh, HP
19.5421,2007, May Average, Himachal Pradesh, HP
13.4035,2007, Jun Average, Himachal Pradesh, HP
14.281,2007, Jul Average, Himachal Pradesh, HP
16.6781,2007, Aug Average, Himachal Pradesh, HP
20.1141,2007, Sep Average, Himachal Pradesh, HP
23.7394,2007, Oct Average, Himachal Pradesh, HP
25.7392,2007, Nov Average, Himachal Pradesh, HP
26.9396,2007, Dec Average, Himachal Pradesh, HP
28.9641,2008, Jan Average, Himachal Pradesh, HP
26.6182,2008, Feb Average, Himachal Pradesh, HP
25.7828,2008, Mar Average, Himachal Pradesh, HP
21.3636,2008, Apr Average, Himachal Pradesh, HP
18.1799,2008, May Average, Himachal Pradesh, HP
15.7838,2008, Jun Average, Himachal Pradesh, HP
14.2569,2008, Jul Average, Himachal Pradesh, HP
14.797,2008, Aug Average, Himachal Pradesh, HP
20.2138,2008, Sep Average, Himachal Pradesh, HP
23.9987,2008, Oct Average, Himachal Pradesh, HP
24.9864,2008, Nov Average, Himachal Pradesh, HP
27.0258,2008, Dec Average, Himachal Pradesh, HP
28.2459,2009, Jan Average, Himachal Pradesh, HP
27.5856,2009, Feb Average, Himachal Pradesh, HP
25.7929,2009, Mar Average, Himachal Pradesh, HP
22.3415,2009, Apr Average, Himachal Pradesh, HP
17.7504,2009, May Average, Himachal Pradesh, HP
15.4784,2009, Jun Average, Himachal Pradesh, HP
14.722,2009, Jul Average, Himachal Pradesh, HP
17.7415,2009, Aug Average, Himachal Pradesh, HP
20.0771,2009, Sep Average, Himachal Pradesh, HP
22.7646,2009, Oct Average, Himachal Pradesh, HP
26.7958,2009, Nov Average, Himachal Pradesh, HP
27.7926,2009, Dec Average, Himachal Pradesh, HP
28.4772,2010, Jan Average, Himachal Pradesh, HP
27.8996,2010, Feb Average, Himachal Pradesh, HP
25.614,2010, Mar Average, Himachal Pradesh, HP
23.1362,2010, Apr Average, Himachal Pradesh, HP
18.089,2010, May Average, Himachal Pradesh, HP
15.0195,2010, Jun Average, Himachal Pradesh, HP
14.6815,2010, Jul Average, Himachal Pradesh, HP
15.553,2010, Aug Average, Himachal Pradesh, HP
18.8901,2010, Sep Average, Himachal Pradesh, HP
21.9421,2010, Oct Average, Himachal Pradesh, HP
24.5987,2010, Nov Average, Himachal Pradesh, HP
26.3258,2010, Dec Average, Himachal Pradesh, HP
28.6973,2011, Jan Average, Himachal Pradesh, HP
27.0687,2011, Feb Average, Himachal Pradesh, HP
24.471,2011, Mar Average, Himachal Pradesh, HP
21.2642,2011, Apr Average, Himachal Pradesh, HP
16.5332,2011, May Average, Himachal Pradesh, HP
14.2911,2011, Jun Average, Himachal Pradesh, HP
14.5596,2011, Jul Average, Himachal Pradesh, HP
16.7487,2011, Aug Average, Himachal Pradesh, HP
19.1151,2011, Sep Average, Himachal Pradesh, HP
22.8282,2011, Oct Average, Himachal Pradesh, HP
25.4111,2011, Nov Average, Himachal Pradesh, HP
26.5171,2011, Dec Average, Himachal Pradesh, HP
27.8721,2012, Jan Average, Himachal Pradesh, HP
26.7473,2012, Feb Average, Himachal Pradesh, HP
24.3011,2012, Mar Average, Himachal Pradesh, HP
21.8773,2012, Apr Average, Himachal Pradesh, HP
17.2826,2012, May Average, Himachal Pradesh, HP
14.3544,2012, Jun Average, Himachal Pradesh, HP
13.5886,2012, Jul Average, Himachal Pradesh, HP
16.0686,2012, Aug Average, Himachal Pradesh, HP
20.0223,2012, Sep Average, Himachal Pradesh, HP
23.2514,2012, Oct Average, Himachal Pradesh, HP
26.4681,2012, Nov Average, Himachal Pradesh, HP
27.9791,2012, Dec Average, Himachal Pradesh, HP
29.4761,2013, Jan Average, Himachal Pradesh, HP
27.869,2013, Feb Average, Himachal Pradesh, HP
26.0435,2013, Mar Average, Himachal Pradesh, HP
22.962,2013, Apr Average, Himachal Pradesh, HP
18.8748,2013, May Average, Himachal Pradesh, HP
15.5021,2013, Jun Average, Himachal Pradesh, HP
15.3706,2013, Jul Average, Himachal Pradesh, HP
17.3374,2013, Aug Average, Himachal Pradesh, HP
21.4029,2013, Sep Average, Himachal Pradesh, HP
23.8622,2013, Oct Average, Himachal Pradesh, HP
25.6591,2013, Nov Average, Himachal Pradesh, HP
27.5784,2013, Dec Average, Himachal Pradesh, HP
28.8017,2014, Jan Average, Himachal Pradesh, HP
27.3039,2014, Feb Average, Himachal Pradesh, HP
26.1565,2014, Mar Average, Himachal Pradesh, HP
22.9487,2014, Apr Average, Himachal Pradesh, HP
19.5503,2014, May Average, Himachal Pradesh, HP
15.3384,2014, Jun Average, Himachal Pradesh, HP
14.3826,2014, Jul Average, Himachal Pradesh, HP
15.8921,2014, Aug Average, Himachal Pradesh, HP
20.2009,2014, Sep Average, Himachal Pradesh, HP
24.411,2014, Oct Average, Himachal Pradesh, HP
26.891,2014, Nov Average, Himachal Pradesh, HP
27.8269,2014, Dec Average, Himachal Pradesh, HP
27.8351,2015, Jan Average, Himachal Pradesh, HP
28.8897,2015, Feb Average, Himachal Pradesh, HP
26.1132,2015, Mar Average, Himachal Pradesh, HP
21.2017,2015, Apr Average, Himachal Pradesh, HP
17.6659,2015, May Average, Himachal Pradesh, HP
16.096,2015, Jun Average, Himachal Pradesh, HP
14.3975,2015, Jul Average, Himachal Pradesh, HP
16.3706,2015, Aug Average, Himachal Pradesh, HP
19.1778,2015, Sep Average, Himachal Pradesh, HP
24.8664,2015, Oct Average, Himachal Pradesh, HP
26.9433,2015, Nov Average, Himachal Pradesh, HP
27.9971,2015, Dec Average, Himachal Pradesh, HP
28.3713,2016, Jan Average, Himachal Pradesh, HP
28.306,2016, Feb Average, Himachal Pradesh, HP
27.0285,2016, Mar Average, Himachal Pradesh, HP
23.8023,2016, Apr Average, Himachal Pradesh, HP
19.6843,2016, May Average, Himachal Pradesh, HP
16.0292,2016, Jun Average, Himachal Pradesh, HP
14.8634,2016, Jul Average, Himachal Pradesh, HP
16.1341,2016, Aug Average, Himachal Pradesh, HP
18.8,2016, Sep Average, Himachal Pradesh, HP
22.0308,2016, Oct Average, Himachal Pradesh, HP
25.7045,2016, Nov Average, Himachal Pradesh, HP
27.5676,2016, Dec Average, Himachal Pradesh, HP
-6.7109,1901, Jan Average, Jammu and Kashmir, JK
-7.0723,1901, Feb Average, Jammu and Kashmir, JK
0.29648,1901, Mar Average, Jammu and Kashmir, JK
5.51923,1901, Apr Average, Jammu and Kashmir, JK
10.0026,1901, May Average, Jammu and Kashmir, JK
13.7635,1901, Jun Average, Jammu and Kashmir, JK
15.3949,1901, Jul Average, Jammu and Kashmir, JK
14.3516,1901, Aug Average, Jammu and Kashmir, JK
11.4629,1901, Sep Average, Jammu and Kashmir, JK
7.59659,1901, Oct Average, Jammu and Kashmir, JK
-0.3593,1901, Nov Average, Jammu and Kashmir, JK
-0.9774,1901, Dec Average, Jammu and Kashmir, JK
-0.7073,1902, Jan Average, Jammu and Kashmir, JK
-2.1401,1902, Feb Average, Jammu and Kashmir, JK
0.8209,1902, Mar Average, Jammu and Kashmir, JK
6.09536,1902, Apr Average, Jammu and Kashmir, JK
5.88206,1902, May Average, Jammu and Kashmir, JK
11.7664,1902, Jun Average, Jammu and Kashmir, JK
14.4173,1902, Jul Average, Jammu and Kashmir, JK
14.1665,1902, Aug Average, Jammu and Kashmir, JK
11.2141,1902, Sep Average, Jammu and Kashmir, JK
6.10425,1902, Oct Average, Jammu and Kashmir, JK
-0.7481,1902, Nov Average, Jammu and Kashmir, JK
-4.1225,1902, Dec Average, Jammu and Kashmir, JK
-4.807,1903, Jan Average, Jammu and Kashmir, JK
0.11266,1903, Feb Average, Jammu and Kashmir, JK
2.96366,1903, Mar Average, Jammu and Kashmir, JK
2.13544,1903, Apr Average, Jammu and Kashmir, JK
9.95238,1903, May Average, Jammu and Kashmir, JK
12.348,1903, Jun Average, Jammu and Kashmir, JK
14.1113,1903, Jul Average, Jammu and Kashmir, JK
14.4466,1903, Aug Average, Jammu and Kashmir, JK
11.3651,1903, Sep Average, Jammu and Kashmir, JK
7.71416,1903, Oct Average, Jammu and Kashmir, JK
2.12045,1903, Nov Average, Jammu and Kashmir, JK
-2.8765,1903, Dec Average, Jammu and Kashmir, JK
-4.2659,1904, Jan Average, Jammu and Kashmir, JK
-1.208,1904, Feb Average, Jammu and Kashmir, JK
1.59914,1904, Mar Average, Jammu and Kashmir, JK
6.41847,1904, Apr Average, Jammu and Kashmir, JK
10.1637,1904, May Average, Jammu and Kashmir, JK
13.7469,1904, Jun Average, Jammu and Kashmir, JK
16.7682,1904, Jul Average, Jammu and Kashmir, JK
15.2631,1904, Aug Average, Jammu and Kashmir, JK
9.81248,1904, Sep Average, Jammu and Kashmir, JK
6.68842,1904, Oct Average, Jammu and Kashmir, JK
0.43584,1904, Nov Average, Jammu and Kashmir, JK
-1.6652,1904, Dec Average, Jammu and Kashmir, JK
-6.181,1905, Jan Average, Jammu and Kashmir, JK
-2.3873,1905, Feb Average, Jammu and Kashmir, JK
1.96702,1905, Mar Average, Jammu and Kashmir, JK
3.94984,1905, Apr Average, Jammu and Kashmir, JK
9.32006,1905, May Average, Jammu and Kashmir, JK
13.9327,1905, Jun Average, Jammu and Kashmir, JK
17.0334,1905, Jul Average, Jammu and Kashmir, JK
15.2688,1905, Aug Average, Jammu and Kashmir, JK
12.4483,1905, Sep Average, Jammu and Kashmir, JK
3.17041,1905, Oct Average, Jammu and Kashmir, JK
1.39541,1905, Nov Average, Jammu and Kashmir, JK
-1.7367,1905, Dec Average, Jammu and Kashmir, JK
-3.355,1906, Jan Average, Jammu and Kashmir, JK
-2.9951,1906, Feb Average, Jammu and Kashmir, JK
0.32227,1906, Mar Average, Jammu and Kashmir, JK
5.29903,1906, Apr Average, Jammu and Kashmir, JK
10.0366,1906, May Average, Jammu and Kashmir, JK
11.9463,1906, Jun Average, Jammu and Kashmir, JK
14.8926,1906, Jul Average, Jammu and Kashmir, JK
14.5981,1906, Aug Average, Jammu and Kashmir, JK
9.94728,1906, Sep Average, Jammu and Kashmir, JK
7.65986,1906, Oct Average, Jammu and Kashmir, JK
3.5216,1906, Nov Average, Jammu and Kashmir, JK
-4.7198,1906, Dec Average, Jammu and Kashmir, JK
-4.4411,1907, Jan Average, Jammu and Kashmir, JK
-4.5072,1907, Feb Average, Jammu and Kashmir, JK
-1.1204,1907, Mar Average, Jammu and Kashmir, JK
2.88852,1907, Apr Average, Jammu and Kashmir, JK
11.1885,1907, May Average, Jammu and Kashmir, JK
13.2645,1907, Jun Average, Jammu and Kashmir, JK
13.2518,1907, Jul Average, Jammu and Kashmir, JK
14.9402,1907, Aug Average, Jammu and Kashmir, JK
11.7667,1907, Sep Average, Jammu and Kashmir, JK
10.1457,1907, Oct Average, Jammu and Kashmir, JK
0.95336,1907, Nov Average, Jammu and Kashmir, JK
-1.3696,1907, Dec Average, Jammu and Kashmir, JK
-5.0312,1908, Jan Average, Jammu and Kashmir, JK
-2.0423,1908, Feb Average, Jammu and Kashmir, JK
-0.3345,1908, Mar Average, Jammu and Kashmir, JK
3.27616,1908, Apr Average, Jammu and Kashmir, JK
12.2075,1908, May Average, Jammu and Kashmir, JK
14.964,1908, Jun Average, Jammu and Kashmir, JK
14.7491,1908, Jul Average, Jammu and Kashmir, JK
13.0316,1908, Aug Average, Jammu and Kashmir, JK
9.83419,1908, Sep Average, Jammu and Kashmir, JK
6.59541,1908, Oct Average, Jammu and Kashmir, JK
-1.4754,1908, Nov Average, Jammu and Kashmir, JK
-3.4619,1908, Dec Average, Jammu and Kashmir, JK
-6.0182,1909, Jan Average, Jammu and Kashmir, JK
-5.7626,1909, Feb Average, Jammu and Kashmir, JK
-0.8151,1909, Mar Average, Jammu and Kashmir, JK
6.0515,1909, Apr Average, Jammu and Kashmir, JK
8.60705,1909, May Average, Jammu and Kashmir, JK
12.1969,1909, Jun Average, Jammu and Kashmir, JK
13.2745,1909, Jul Average, Jammu and Kashmir, JK
14.5855,1909, Aug Average, Jammu and Kashmir, JK
11.2569,1909, Sep Average, Jammu and Kashmir, JK
8.45908,1909, Oct Average, Jammu and Kashmir, JK
-0.177,1909, Nov Average, Jammu and Kashmir, JK
-0.8067,1909, Dec Average, Jammu and Kashmir, JK
-2.5533,1910, Jan Average, Jammu and Kashmir, JK
-0.7994,1910, Feb Average, Jammu and Kashmir, JK
1.56859,1910, Mar Average, Jammu and Kashmir, JK
4.67116,1910, Apr Average, Jammu and Kashmir, JK
9.007,1910, May Average, Jammu and Kashmir, JK
13.514,1910, Jun Average, Jammu and Kashmir, JK
13.2001,1910, Jul Average, Jammu and Kashmir, JK
13.9182,1910, Aug Average, Jammu and Kashmir, JK
9.58804,1910, Sep Average, Jammu and Kashmir, JK
7.46775,1910, Oct Average, Jammu and Kashmir, JK
0.00662,1910, Nov Average, Jammu and Kashmir, JK
0.41457,1910, Dec Average, Jammu and Kashmir, JK
-5.0403,1911, Jan Average, Jammu and Kashmir, JK
-2.7523,1911, Feb Average, Jammu and Kashmir, JK
1.40597,1911, Mar Average, Jammu and Kashmir, JK
4.69007,1911, Apr Average, Jammu and Kashmir, JK
9.72026,1911, May Average, Jammu and Kashmir, JK
12.5087,1911, Jun Average, Jammu and Kashmir, JK
16.6668,1911, Jul Average, Jammu and Kashmir, JK
16.4351,1911, Aug Average, Jammu and Kashmir, JK
12.5943,1911, Sep Average, Jammu and Kashmir, JK
6.95339,1911, Oct Average, Jammu and Kashmir, JK
3.22993,1911, Nov Average, Jammu and Kashmir, JK
-0.3535,1911, Dec Average, Jammu and Kashmir, JK
-4.0261,1912, Jan Average, Jammu and Kashmir, JK
0.2757,1912, Feb Average, Jammu and Kashmir, JK
3.48317,1912, Mar Average, Jammu and Kashmir, JK
3.67733,1912, Apr Average, Jammu and Kashmir, JK
9.90033,1912, May Average, Jammu and Kashmir, JK
13.479,1912, Jun Average, Jammu and Kashmir, JK
14.6905,1912, Jul Average, Jammu and Kashmir, JK
12.3638,1912, Aug Average, Jammu and Kashmir, JK
7.74809,1912, Sep Average, Jammu and Kashmir, JK
4.93389,1912, Oct Average, Jammu and Kashmir, JK
-1.5632,1912, Nov Average, Jammu and Kashmir, JK
-0.9186,1912, Dec Average, Jammu and Kashmir, JK
-3.9453,1913, Jan Average, Jammu and Kashmir, JK
-3.1064,1913, Feb Average, Jammu and Kashmir, JK
3.38552,1913, Mar Average, Jammu and Kashmir, JK
5.24898,1913, Apr Average, Jammu and Kashmir, JK
9.37097,1913, May Average, Jammu and Kashmir, JK
12.5345,1913, Jun Average, Jammu and Kashmir, JK
11.8438,1913, Jul Average, Jammu and Kashmir, JK
12.8879,1913, Aug Average, Jammu and Kashmir, JK
10.8099,1913, Sep Average, Jammu and Kashmir, JK
8.00172,1913, Oct Average, Jammu and Kashmir, JK
3.47305,1913, Nov Average, Jammu and Kashmir, JK
-1.5411,1913, Dec Average, Jammu and Kashmir, JK
-7.0691,1914, Jan Average, Jammu and Kashmir, JK
-1.9765,1914, Feb Average, Jammu and Kashmir, JK
2.08026,1914, Mar Average, Jammu and Kashmir, JK
6.8587,1914, Apr Average, Jammu and Kashmir, JK
8.80074,1914, May Average, Jammu and Kashmir, JK
11.8217,1914, Jun Average, Jammu and Kashmir, JK
13.7402,1914, Jul Average, Jammu and Kashmir, JK
14.8047,1914, Aug Average, Jammu and Kashmir, JK
10.3129,1914, Sep Average, Jammu and Kashmir, JK
6.24786,1914, Oct Average, Jammu and Kashmir, JK
0.72066,1914, Nov Average, Jammu and Kashmir, JK
-0.4362,1914, Dec Average, Jammu and Kashmir, JK
-2.8516,1915, Jan Average, Jammu and Kashmir, JK
-2.1635,1915, Feb Average, Jammu and Kashmir, JK
-0.0358,1915, Mar Average, Jammu and Kashmir, JK
4.79728,1915, Apr Average, Jammu and Kashmir, JK
11.3417,1915, May Average, Jammu and Kashmir, JK
14.771,1915, Jun Average, Jammu and Kashmir, JK
14.1651,1915, Jul Average, Jammu and Kashmir, JK
12.7752,1915, Aug Average, Jammu and Kashmir, JK
9.4757,1915, Sep Average, Jammu and Kashmir, JK
4.55684,1915, Oct Average, Jammu and Kashmir, JK
-1.1758,1915, Nov Average, Jammu and Kashmir, JK
1.16697,1915, Dec Average, Jammu and Kashmir, JK
0.15805,1916, Jan Average, Jammu and Kashmir, JK
-1.6972,1916, Feb Average, Jammu and Kashmir, JK
3.37398,1916, Mar Average, Jammu and Kashmir, JK
5.27868,1916, Apr Average, Jammu and Kashmir, JK
10.649,1916, May Average, Jammu and Kashmir, JK
11.2861,1916, Jun Average, Jammu and Kashmir, JK
14.3393,1916, Jul Average, Jammu and Kashmir, JK
14.0233,1916, Aug Average, Jammu and Kashmir, JK
9.62389,1916, Sep Average, Jammu and Kashmir, JK
6.46301,1916, Oct Average, Jammu and Kashmir, JK
2.78362,1916, Nov Average, Jammu and Kashmir, JK
0.0942,1916, Dec Average, Jammu and Kashmir, JK
-4.5783,1917, Jan Average, Jammu and Kashmir, JK
-5.9629,1917, Feb Average, Jammu and Kashmir, JK
-1.1801,1917, Mar Average, Jammu and Kashmir, JK
2.07377,1917, Apr Average, Jammu and Kashmir, JK
12.0042,1917, May Average, Jammu and Kashmir, JK
15.5214,1917, Jun Average, Jammu and Kashmir, JK
15.3051,1917, Jul Average, Jammu and Kashmir, JK
15.1741,1917, Aug Average, Jammu and Kashmir, JK
13.2092,1917, Sep Average, Jammu and Kashmir, JK
6.08847,1917, Oct Average, Jammu and Kashmir, JK
1.37196,1917, Nov Average, Jammu and Kashmir, JK
-4.8699,1917, Dec Average, Jammu and Kashmir, JK
-2.5533,1918, Jan Average, Jammu and Kashmir, JK
-1.8349,1918, Feb Average, Jammu and Kashmir, JK
1.78048,1918, Mar Average, Jammu and Kashmir, JK
7.00304,1918, Apr Average, Jammu and Kashmir, JK
10.8075,1918, May Average, Jammu and Kashmir, JK
10.6776,1918, Jun Average, Jammu and Kashmir, JK
14.1142,1918, Jul Average, Jammu and Kashmir, JK
13.894,1918, Aug Average, Jammu and Kashmir, JK
12.2599,1918, Sep Average, Jammu and Kashmir, JK
6.11953,1918, Oct Average, Jammu and Kashmir, JK
0.48428,1918, Nov Average, Jammu and Kashmir, JK
-0.03,1918, Dec Average, Jammu and Kashmir, JK
-1.2068,1919, Jan Average, Jammu and Kashmir, JK
-3.2163,1919, Feb Average, Jammu and Kashmir, JK
1.4638,1919, Mar Average, Jammu and Kashmir, JK
3.09758,1919, Apr Average, Jammu and Kashmir, JK
7.21454,1919, May Average, Jammu and Kashmir, JK
12.6839,1919, Jun Average, Jammu and Kashmir, JK
12.2365,1919, Jul Average, Jammu and Kashmir, JK
14.993,1919, Aug Average, Jammu and Kashmir, JK
12.9221,1919, Sep Average, Jammu and Kashmir, JK
4.67703,1919, Oct Average, Jammu and Kashmir, JK
-0.5822,1919, Nov Average, Jammu and Kashmir, JK
-2.004,1919, Dec Average, Jammu and Kashmir, JK
-0.366,1920, Jan Average, Jammu and Kashmir, JK
-0.1778,1920, Feb Average, Jammu and Kashmir, JK
